tempo,harmonics,chroma_stft,rmse,centroid,bandwidth,contrast,flatness,rolloff,zero_crossing_rate,mfcc1,mfcc2,mfcc3,mfcc4,mfcc5,mfcc6,mfcc7,mfcc8,mfcc9,mfcc10,mfcc11,mfcc12,mfcc13,mfcc14,mfcc15,mfcc16,mfcc17,mfcc18,mfcc19,mfcc20,genre
92.28515625,-2.2821534e-06,0.26932,0.119071715,1361.045467327888,1567.8045957296185,22.135934626217104,0.0007676648,2739.6251005284926,0.06912392064144737,-207.20808,132.79918,-15.438985,60.98672,0.72580755,12.437826,1.1838366,-1.5407803,-17.888153,8.358495,-2.4520674,-0.6132484,0.38487768,2.6051273,-5.188924,-9.527454,-9.244394,-2.8482733,-1.4187069,-5.9326067,0
107.666015625,-8.283138e-06,0.26461586,0.11322116,1324.3043562121861,1827.737535376297,21.425022476108026,0.0011889883,2710.033612797504,0.051417300575657895,-209.78926,124.45844,10.310378,47.018005,6.510236,15.40545,-1.992711,6.7174063,-21.554195,10.721717,-5.5249667,-2.205934,-3.038193,8.645516,-0.30423063,-0.63774234,-2.9398854,-1.7059216,-1.7695898,-7.7629576,0
151.99908088235293,-0.00011994668,0.32916272,0.06698053,1172.0656952451861,1705.817501524207,21.62849622755653,0.00047099363,2344.952487059791,0.045045834945820436,-305.70517,113.06093,12.118721,45.030003,17.769758,14.579918,4.1667323,0.22527415,-7.0217476,13.644271,8.934528,1.2984787,5.9544773,8.543867,1.1176637,0.5915593,0.057474095,-3.712341,-1.0044478,-1.8024343,0
99.38401442307692,-1.4977981e-05,0.27031255,0.0806532,1420.529293495708,1731.1922519421796,21.37160334449759,0.001101655,2930.540612755176,0.0637176797116873,-238.51897,120.08456,-4.2278843,42.30707,5.920909,13.91916,5.3616185,1.9018335,-16.933203,12.345274,3.947015,-1.3848225,0.021880442,3.5866938,-4.5039515,-5.5422683,-6.888212,-4.8281417,1.7350057,-1.8888143,0
103.359375,-2.0364334e-05,0.3043222,0.081461444,1455.0016722776375,1825.885414606472,21.062804646341554,0.0013015068,3009.856799807711,0.061350725014512386,-233.7636,120.67351,-3.1710851,39.540993,3.857456,18.840427,-3.691825,4.431854,-14.978044,17.567648,1.840066,2.537329,-1.2404547,8.439245,-0.21069175,-3.9061184,-4.4787827,-0.012436102,1.2936134,-2.0847964,0
161.4990234375,-1.2449673e-05,0.30209628,0.093281545,1088.6981660809784,1410.9479544080614,21.72442194983175,0.00046007003,2134.41209350208,0.04832397083010836,-245.75644,140.48592,-2.7647712,60.436207,18.937946,9.833541,3.5638893,0.5326858,-16.37224,6.6300793,7.268408,-4.0088925,1.6082537,5.8993783,-3.0227852,-4.7729893,-3.0257866,-1.9939384,-0.055458944,-3.9753497,0
83.35433467741936,-3.822872e-05,0.2699293,0.07967272,1537.6571825463043,2054.7791131062218,21.72560891322997,0.001477881,3495.653862259336,0.056131935710139316,-252.53398,104.92749,15.353578,42.656635,6.778398,21.618893,-1.299683,5.6843686,-16.614656,12.166093,-1.9533079,1.9605573,-0.88143474,7.778603,2.3902543,1.7741406,1.3393173,3.6306994,4.9108605,-2.6519442,0
123.046875,-2.5755244e-05,0.25725934,0.09767247,1195.4116396780203,1481.2842588449475,21.484987578114193,0.00064164354,2234.878152664232,0.05887114817143963,-236.66534,138.40906,-4.9034615,47.62458,5.179255,8.879488,0.5071057,-3.8182735,-14.977519,10.420425,-0.3511817,0.7778294,1.7773063,4.2354226,-0.46335074,-6.105692,-5.3823814,-1.3375857,-3.719717,-4.353154,0
135.99917763157896,-1.9039701e-06,0.3027323,0.07538687,1389.9555104108995,1911.4851516926433,20.075336784316736,0.001653326,3005.773491165586,0.05256015080785604,-230.413,127.094185,7.1510997,39.78209,1.9511324,17.411688,-5.625576,8.2525215,-18.105354,13.839342,-3.7635849,2.5612433,-4.3294525,6.81776,-6.157659,-6.2147574,-4.5154333,-1.8505989,-0.5390561,1.5080264,0
99.38401442307692,-3.2731443e-06,0.3210848,0.10115947,1046.748840021369,1480.933763635751,22.157588770679943,0.00039639146,1830.7889294698143,0.04793735185274768,-264.6984,138.85597,11.186485,48.52034,14.915178,20.572824,3.2078152,1.2471708,-15.846408,15.986909,3.368814,-1.5201286,1.8947264,6.3255515,-0.98660696,-2.4128597,-3.6830628,0.49694544,5.046816,-0.7800095,0
99.38401442307692,-1.9014617e-05,0.30645084,0.11347541,1156.070496382047,1497.6681759683638,22.295107866653822,0.0004218026,2170.053544649768,0.05861340218653251,-233.86078,136.17024,3.2894883,48.93119,8.699104,13.954753,5.359447,0.381335,-13.490266,16.871767,5.145257,-2.2505772,3.9591975,5.3225546,0.81202817,-1.1072006,-4.5565553,-2.4364893,3.3169127,-0.6084851,0
95.703125,-2.1509142e-05,0.2807143,0.102001555,1210.1979170105503,1497.8228092446402,21.834142980545145,0.000548429,2522.1014158644543,0.052482675841718264,-227.26479,137.76237,-14.50046,63.556877,5.6266975,11.961591,1.9062202,-1.8807667,-7.6091137,-2.4705942,-2.8841462,-9.432814,-10.916914,3.5694356,4.1395826,0.092947476,-2.9729276,-1.3769395,7.5504985,-3.0325186,0
103.359375,-5.3364943e-06,0.26312858,0.086981654,1120.3876188758716,1447.8399338058703,21.72650690837034,0.0003224392,2325.1026070892995,0.047297899937113,-274.28876,130.41742,-6.394801,70.410675,13.265855,9.463105,7.7231874,-1.2453468,-0.5750207,-2.299992,3.783482,0.08091481,-0.93968225,2.2953725,4.290513,-1.6619253,-10.444824,-6.797826,-1.0681643,-1.5961301,0
92.28515625,-1.3222208e-05,0.29094842,0.08922226,1109.5696272816494,1463.2881312997417,21.03058809035118,0.000400102,2243.569766773897,0.05172493288022446,-249.28198,130.99792,0.66543645,66.69611,17.905895,4.622958,6.6100373,1.2453743,1.4191753,-1.5842931,-0.97415906,-3.5750647,-2.9269147,4.5986853,7.478115,-0.17876875,-2.8188577,-2.6676357,0.75166696,-0.53317904,0
83.35433467741936,-3.488169e-05,0.27848446,0.076970495,1198.6076653608025,1573.3089743924036,21.972193081321542,0.00045489593,2478.3766802619484,0.051987591911764705,-284.81952,108.78563,9.131958,51.25902,18.111256,7.621316,8.781748,2.3724256,0.0117864935,2.2504168,4.2002783,-3.3037343,1.6015606,2.6605163,3.3234546,3.2589197,-4.551106,0.49384528,5.9370656,3.231544,0
95.703125,-1.4720345e-05,0.28872102,0.095768176,1391.367709556042,1494.8924390357824,23.026678024376317,0.0004505344,2811.108001614503,0.07235897288602941,-228.228,130.35355,-23.297619,70.17367,1.1370589,7.6097183,0.9150071,1.9893202,-6.1612906,-9.390744,-2.5661433,-4.523861,-0.2667346,0.18110245,-1.5130576,1.4609513,-6.976431,-8.318999,4.241007,0.97968173,0
103.359375,-3.538759e-08,0.2759743,0.09969554,1115.7291159941328,1398.954703655198,21.40976147370441,0.00037237516,2290.444483328899,0.04802843217879257,-248.96767,139.03845,-16.249239,57.098114,20.196358,10.160564,4.5801764,0.3398148,-7.8678823,-3.4663062,-2.6406288,-2.8440943,-0.89332527,-2.4016511,2.5727208,-5.8739614,-12.408275,-7.301891,-0.9324047,-2.6992729,0
129.19921875,-4.3842274e-06,0.28045648,0.12471523,1649.2937714648365,2190.2483057567983,26.461597188560088,0.0014898437,3761.42725516399,0.05292636174535604,-233.72461,101.1836,17.65027,23.734356,2.0793705,25.940294,-16.96771,15.094174,-22.27879,4.4005084,-23.201637,-6.046126,-5.065352,1.0731732,-5.7804923,-8.305594,-11.386346,-6.7253156,-10.027706,-14.035268,0
143.5546875,-6.6617995e-06,0.2630161,0.17008138,1379.0817422026958,2004.0008502510473,26.84966939760873,0.0006970567,3015.831763677922,0.03937580120452786,-206.9876,117.78147,23.256245,28.294065,-1.0995973,18.864937,-21.95371,17.855116,-25.583355,2.1285508,-17.789053,-8.015468,-17.616339,-8.138555,-8.646156,-15.538987,-15.331505,-9.664871,-10.10331,-17.8351,0
151.99908088235293,4.628795e-06,0.2534871,0.15157077,1331.0739701050652,1973.6434372895212,27.934147819548922,0.0005799089,2900.174129710478,0.04296723829334365,-221.80254,110.84307,18.620985,30.922995,3.2913303,22.587444,-20.4183,12.120994,-26.347952,-4.356271,-26.406673,-13.037724,-12.652227,-1.8219059,-7.2600965,-6.6602516,-14.682693,-11.719264,-11.025215,-13.3872595,0
123.046875,-1.1877743e-06,0.27631718,0.10123355,1309.4245640139256,1882.9193674570306,26.994628102059377,0.0012306568,2764.099952532411,0.03939318583107585,-288.80173,105.89962,18.79132,23.688488,5.7051115,25.549154,-13.467205,12.424733,-11.943818,1.5754986,-15.636262,-6.665247,-11.7188,-2.9523385,-7.3804994,-15.693589,-10.958548,-10.877396,-18.504187,-19.11074,0
151.99908088235293,-1.6782628e-06,0.26066875,0.13316481,1430.5820034726314,2075.6023434985827,27.167020049526638,0.0008049528,3246.730367465654,0.04196988982681889,-239.01091,108.66921,34.14935,30.242792,-0.4709965,27.296515,-21.389084,14.155845,-24.50563,-1.8768201,-28.052265,-11.258264,-16.4841,-7.636357,-12.79629,-15.352031,-13.732282,-7.400161,-10.083954,-13.285141,0
129.19921875,3.931332e-06,0.26224846,0.13593899,1536.7830758847115,2157.1380999035537,26.88545939729431,0.00089019,3601.0282250749806,0.04570040392801858,-217.2112,105.79117,15.618613,25.26306,-1.4379987,30.195395,-17.713642,17.321499,-27.209541,4.3398285,-20.063429,-10.695905,-14.224881,-5.1562123,-3.4715784,-6.184278,-15.325319,-6.845779,-9.828355,-13.941391,0
129.19921875,4.4222334e-06,0.2883302,0.1734075,1506.9793924502912,2096.6376311044596,26.88390664481718,0.0009735638,3404.796078330592,0.045430186363196595,-171.78606,120.280235,15.336581,21.097279,-5.4100204,24.192474,-24.140308,18.545324,-22.352987,1.302639,-20.761293,-4.984545,-17.119595,-7.898077,-15.321157,-9.35015,-8.90613,-8.516964,-14.3300085,-19.935202,0
151.99908088235293,1.3559043e-07,0.23323038,0.19781764,1247.2448150487867,1908.0527219040412,27.371254392013185,0.00044875508,2620.5924869690884,0.03690378289473684,-200.22073,116.34518,18.060785,25.288818,0.31582594,24.176777,-22.223078,11.183145,-26.841911,-7.6436567,-24.872036,-12.015285,-17.009241,-8.115376,-11.959013,-12.617976,-14.187779,-8.204475,-15.02477,-10.322151,0
123.046875,2.5592249e-06,0.2486274,0.06914513,1188.1683365997978,1682.8601504411133,26.619237856774557,0.0004342143,2339.635852542086,0.04816032858455882,-328.6738,102.69687,19.876062,26.731255,7.158256,22.716642,-6.956797,12.804352,-10.708749,-0.4193488,-12.3639765,-8.897177,-9.238519,-9.109326,-9.003836,-7.640766,-7.190915,-9.368476,-4.47006,-3.6888003,0
129.19921875,-1.3380977e-06,0.26588318,0.16814499,1513.4221069919358,2140.6067789034355,27.198399695830005,0.0010821718,3449.6791402621902,0.044378038530379256,-192.66718,111.190765,21.372723,26.39834,-0.646122,23.486736,-25.46455,16.937733,-16.977055,5.7886353,-25.730206,-5.0447264,-17.63182,-7.9216876,-15.152404,-12.342545,-17.227766,-7.771727,-13.033959,-17.94575,0
117.45383522727273,-2.6693833e-06,0.25532076,0.08586793,1151.3404409523787,1709.1939375520124,26.372459165408152,0.0007777491,2312.577682825803,0.03533878857875387,-301.68628,111.53921,21.895657,16.14559,8.19159,22.085964,-8.613637,1.491923,-17.074518,-8.337534,-17.011286,-10.572882,-15.687017,-12.598773,-12.24566,-14.543065,-10.092299,-5.7802854,-7.776048,-7.186642,0
117.45383522727273,-0.0023895162,0.3977248,0.13489176,2272.495078762922,2356.8559372971627,21.304263006966085,0.0057201553,5108.319110693208,0.09765700585332818,-110.260086,90.70181,-2.5274875,74.053276,-11.747302,39.214672,-13.171819,20.535275,-17.163643,12.828713,-21.433582,5.9524055,-8.033586,4.239867,-16.485552,6.5425034,-5.695944,-3.6408634,-4.8568835,1.8545167,0
129.19921875,-0.0025206653,0.3869505,0.12917201,2390.772194471327,2463.3940883208325,21.79383376594789,0.0076113115,5403.783990724168,0.10228887504837461,-107.16152,88.46617,-4.1749544,55.48419,-8.007365,38.415665,-6.399442,28.574484,-19.820578,13.247096,-19.241852,12.072803,-4.5800486,3.7917395,-16.991062,11.62459,-7.3602033,-3.6573021,-7.1774383,1.9771922,0
89.10290948275862,-0.0031294336,0.37751907,0.11100144,2302.113047248994,2367.6958747133654,23.42337118117342,0.0038893998,5188.551958869485,0.09786448759191177,-159.54498,69.7796,-4.3964195,76.85395,3.9205282,45.173176,-4.866254,32.201977,-9.796957,7.811905,-21.827597,9.68371,-2.5891242,3.3073053,-14.966981,10.23581,-4.084133,-5.8501844,-2.4742339,6.650418,0
129.19921875,-0.0024914206,0.3990255,0.12731063,2155.6549226375455,2372.403604141636,20.802436569429787,0.006464886,5012.019693002612,0.08716538373161764,-109.16536,100.6215,-8.61472,47.358475,-6.55596,39.613613,-8.518134,29.56467,-16.57596,13.165635,-24.209795,6.5857744,-8.64262,4.912258,-15.442804,1.5387509,-6.732474,1.4177747,-3.9617505,3.2874606,0
135.99917763157896,-0.0021779896,0.39021176,0.1362761,2279.124557649563,2375.1021196780534,21.737339638296508,0.0054010097,5198.360232893528,0.09257049088138544,-109.509285,86.92241,-8.607987,64.49456,-6.3041277,43.63951,-8.286754,28.546106,-14.079794,8.125041,-21.491404,11.087481,-5.0857944,3.9763596,-12.859742,12.343859,0.026216183,-0.74156845,-5.12662,3.3034415,0
129.19921875,-0.0020910362,0.4295109,0.14836565,1739.0196209456462,2290.4017389215064,21.939161445240707,0.0016979134,4551.155813116777,0.048051863631965945,-163.21114,89.791046,12.979254,80.69128,3.6607852,39.741978,-5.4038315,26.500496,-13.160741,2.7102127,-20.552357,6.0086403,-2.9100604,-0.4346124,-17.545473,4.1545343,-5.9902267,-7.860421,-8.565096,1.8577118,0
123.046875,-0.0031623968,0.3878512,0.10258235,1912.506881317534,2361.474653230927,21.422669317823136,0.0032075802,4776.86278163095,0.05842595056114551,-182.63828,90.676796,14.119084,67.54983,2.693214,38.430527,-8.410898,24.127445,-13.781991,4.8359966,-16.68203,5.8117085,-5.1495333,0.19298391,-14.4807625,6.8628836,-4.442362,-2.9868886,-4.816248,5.400325,0
151.99908088235293,-0.003740217,0.33645442,0.11224513,2013.3824371007638,2310.3055156159357,22.397010299398527,0.0031964604,4849.49567576311,0.07534497145897832,-149.95169,93.62948,6.3434553,71.51194,-8.107512,36.20725,-9.776672,17.639805,-21.115799,-0.13730812,-22.199284,5.4304523,-7.4622703,-4.3358784,-12.40164,9.6245985,-5.0141835,-3.7041457,2.3425112,4.161077,0
123.046875,-0.0028186617,0.37942767,0.12398607,2148.786199092123,2204.574064458511,21.613073204705813,0.005735159,4673.6634056634575,0.09881232766544118,-106.31103,102.63095,-20.155123,59.360367,-9.954543,33.689182,-14.170398,23.509998,-13.314066,16.014284,-18.91698,7.8213625,-7.7881207,4.0478344,-11.340939,2.0602176,-5.7394247,0.46425635,-1.909088,-3.1283083,0
123.046875,-0.004215576,0.27748352,0.088606924,1318.6568216818673,1904.761177180383,22.559417504689716,0.0010648234,3046.6815771333204,0.03997292533378483,-255.96577,110.823044,21.505215,67.57123,4.2998033,43.105457,-4.507725,10.423533,-8.694326,1.6581495,-20.593155,-2.4429288,-7.1308646,-11.163917,-12.609408,2.7420099,-8.948849,-7.9407277,-2.3441567,-0.7056059,0
135.99917763157896,-3.6813415e-08,0.40085974,0.18237986,1945.8484252463334,2082.2466258883846,21.13997475823141,0.0043360633,4175.874749056695,0.08580598152089783,-82.97902,107.052124,-25.320452,57.12499,0.08543923,34.6968,-11.04202,20.532698,-11.213177,14.834125,-10.229334,12.539581,-9.762303,2.5622525,-6.3008533,2.9967847,-8.718455,-0.32658127,-2.9803467,0.7126006,0
99.38401442307692,3.5329208e-06,0.39375556,0.19672292,1977.1723772350394,1927.803692383919,21.558281875142168,0.004596893,3942.834491552583,0.1066270952254257,-55.579243,114.93585,-37.05283,64.896515,-7.1393538,15.238384,-16.222616,18.630812,-9.745893,21.460043,-5.6414165,12.782317,-16.52868,3.7937872,-7.8908706,8.477611,-4.06521,3.2074416,-5.178251,-1.2795234,0
151.99908088235293,1.4084249e-07,0.33907548,0.098909535,1443.2652853188029,1670.3699185470482,22.662732201259505,0.0020170896,3069.356440021527,0.06719384916795666,-225.26973,117.6459,-14.5437565,64.80435,12.927466,19.029963,10.684547,9.884662,-2.3856878,11.688362,1.542959,3.050155,-7.630155,-8.957814,-4.3525944,-0.062078234,-2.5542188,-3.4375794,-3.8665748,1.316515,0
103.359375,-3.5322034e-06,0.41250077,0.16835797,2171.221741738743,1954.3837849781357,21.660564797933947,0.0059462474,4237.132711971507,0.13280229598006965,-76.71796,105.75352,-43.181755,60.94585,-8.758631,21.227077,-12.864846,18.603846,-11.384938,14.541765,-6.047971,12.72696,-9.366809,1.3508592,-3.6099725,6.9976087,-4.0530076,-0.27142614,-3.696092,-0.50404125,0
92.28515625,-9.568122e-07,0.45272836,0.20088853,2030.4852237516182,1987.3204157951138,20.88507498320654,0.0058663837,4062.942098611649,0.10338599615421827,-57.978794,108.98911,-36.2002,64.03285,1.4546819,26.30075,-17.470224,20.423563,-9.5265,18.171871,-6.047029,13.862625,-11.287124,4.6632857,-6.3889985,3.2137756,-8.078659,-1.7236612,-5.4226747,-2.5823658,0
135.99917763157896,3.5500912e-06,0.43283615,0.15782568,2032.0949869239075,1976.298013901866,21.235186097548958,0.004767471,4023.5256702907313,0.11316673822078173,-98.67475,104.79541,-35.109566,60.70162,-2.8314035,22.236792,-7.8365197,19.030045,-11.581365,17.020948,-5.386073,12.202055,-9.961466,0.35786727,-4.265253,6.1348867,-4.830016,1.5036926,-1.491254,3.509777,0
161.4990234375,-1.7517959e-06,0.3910586,0.13772835,1811.0760835832946,2052.3325634591984,23.37455870991008,0.003492771,3927.8095824061534,0.07547951335139319,-145.43457,102.82902,-12.517674,56.99347,2.2713487,26.591398,-4.2748013,17.338806,-7.985591,15.235424,-6.9345984,7.4572163,-10.470443,-2.3604844,-6.7836227,2.6711338,-4.760879,-0.94900495,0.024832333,-2.005315,0
92.28515625,-8.748416e-07,0.42428362,0.17592035,1886.683619275633,1913.2246226414595,21.259305739520368,0.004025124,3828.101851991825,0.08992387045278638,-92.74798,115.33953,-35.06427,57.861553,1.8450912,26.61661,-14.552453,22.133253,-8.2091465,11.01595,-5.6436005,7.277173,-10.205973,1.3321749,-4.1058974,0.978303,-6.5537868,-0.68251175,-2.1268265,-1.5182433,0
107.666015625,-4.9928485e-06,0.35658816,0.16202763,2068.3711246841767,2033.9300469624955,22.222443959125936,0.0050309156,4231.499412701964,0.10437162889415634,-95.43603,105.2167,-26.95301,60.830864,-4.828223,21.53847,-13.514777,12.122107,-20.233633,12.138657,-5.2270184,10.262574,-9.438187,3.8675337,-10.187452,3.5880923,-3.100752,0.19459708,0.8428719,-3.4165764,0
107.666015625,6.5902486e-06,0.4059614,0.16998747,2235.906951442543,2100.004334807409,21.914513283408272,0.0058634686,4390.031787411716,0.14228825524864552,-86.2253,91.94845,-23.408659,68.25329,-3.8958728,22.745262,-9.899613,16.895977,-11.39753,18.431677,-7.0152636,10.771054,-11.938685,1.0058144,-5.923496,5.318166,-6.140526,1.9489911,-5.1027546,-0.6662483,0
151.99908088235293,5.0092967e-06,0.43089417,0.19622159,1946.5656516997744,1979.9099336776742,20.97660057322644,0.004133976,3955.8677460756094,0.09745368130804953,-67.77098,111.704185,-34.646107,61.334896,0.0502505,30.560614,-12.701725,21.159567,-13.131146,16.282295,-6.335246,12.295833,-12.477989,1.6812786,-5.1420693,4.644003,-6.9192176,1.0407197,-4.7368717,-0.6600362,0
129.19921875,-0.00024221529,0.45190534,0.14176637,2504.026852302045,2180.4386914668808,22.280562341217582,0.0051392126,5077.1526324859715,0.16758439858262383,-82.454704,94.14776,-27.120918,75.65509,-27.509953,35.57621,-20.278538,25.1092,-15.362308,11.3297415,-13.398637,8.139763,-8.494857,8.28336,-10.346549,-3.4620607,-5.2235074,-2.5958476,-8.363733,-6.978243,0
112.34714673913044,6.6912185e-06,0.31178042,0.10624005,2279.8954527175774,2119.7260567369485,23.60980059119099,0.0031599007,4732.338050865906,0.11714895148026316,-144.96793,95.72648,-21.598648,49.625744,-29.884745,29.353168,-18.844486,17.877579,-9.666899,5.5058775,-9.546327,6.3651776,-21.08388,2.4527624,-9.533539,-1.4226508,-9.327805,5.1367497,-8.103219,-2.4450276,0
92.28515625,-0.00015161494,0.33023754,0.09632621,2839.4531193329985,2444.1440114924962,23.11026234922166,0.011051258,5711.257131476152,0.15435583155959753,-129.08626,72.10388,-7.7492743,49.25197,-32.711506,21.597784,-27.363317,14.991898,-10.247071,12.424759,-17.030218,7.1063924,-18.009485,2.922716,-14.476794,4.054748,-14.530603,7.2533545,-8.201505,-2.0060356,0
151.99908088235293,-1.5297763e-05,0.3324796,0.11741277,2553.2324147739323,2280.1286685771834,22.140021710246494,0.010559684,5148.102203463623,0.14685171971749225,-85.150246,88.80672,-16.32261,59.224514,-35.990242,14.385729,-22.308613,9.647323,-14.82034,11.177996,-14.804456,8.478452,-19.590225,6.41321,-13.779666,6.112036,-13.154643,3.9334555,-7.615453,3.752625,0
107.666015625,-0.00022124207,0.2927299,0.10035958,2816.676938173266,2372.1646427132314,22.77879188489319,0.010031369,5614.4493835260255,0.14631846519446595,-118.3335,74.85385,-19.858368,46.94158,-32.549698,23.827168,-26.361835,17.685263,-13.8112545,11.941499,-17.876518,7.54486,-22.888935,4.759723,-12.79163,5.608855,-14.725108,6.6844525,-9.159456,-2.2437758,0
161.4990234375,3.7642867e-06,0.37470973,0.11049626,2340.432873382551,2256.538115173274,22.526512906691035,0.006870999,4972.503265286377,0.1217751517753483,-116.5174,97.43028,-13.880191,48.966755,-22.582241,27.75397,-20.22865,18.630768,-14.642883,8.473099,-16.644655,10.998191,-13.8618,9.735367,-5.0894876,2.6346378,-9.883816,6.1590586,-7.682608,-4.852479,0
161.4990234375,-4.534338e-05,0.3379222,0.12909627,2258.538418665696,2176.031189289768,22.474323585465466,0.005756579,4755.429577901267,0.11276500217685759,-95.42442,101.36866,-20.682497,48.65547,-30.25864,20.802526,-18.303759,14.134917,-12.78758,13.4337,-14.072367,7.7237206,-19.224148,2.8563719,-9.809445,6.9117565,-11.3031645,8.940704,-2.9596393,-0.97542775,0
161.4990234375,-1.7225386e-05,0.2899323,0.10311527,2513.716817329612,2345.23061418645,22.339251799462183,0.00935861,5247.443269428454,0.13514619715073528,-113.16776,88.709335,-8.925343,49.48749,-34.580006,15.865089,-17.744377,14.7141,-11.207616,15.366563,-15.081731,8.748788,-18.6309,5.474217,-9.26743,8.017964,-9.5520735,5.8735943,-4.402835,3.615348,0
